project,version,file,has_provenance,publisher
frozenlist,1.8.0,frozenlist-1.8.0-cp313-cp313-manylinux2014_s390x.manylinux_2_17_s390x.manylinux_2_28_s390x.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp313-cp313-musllinux_1_2_aarch64.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp313-cp313-musllinux_1_2_armv7l.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp313-cp313-musllinux_1_2_ppc64le.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp313-cp313-musllinux_1_2_s390x.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp313-cp313-musllinux_1_2_x86_64.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp313-cp313-win32.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp313-cp313-win_amd64.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp313-cp313-win_arm64.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp313-cp313t-macosx_10_13_universal2.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp313-cp313t-macosx_10_13_x86_64.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp313-cp313t-macosx_11_0_arm64.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp313-cp313t-manylinux1_x86_64.manylinux_2_28_x86_64.manylinux_2_5_x86_64.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp313-cp313t-manylinux2014_aarch64.manylinux_2_17_aarch64.manylinux_2_28_aarch64.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp313-cp313t-manylinux2014_armv7l.manylinux_2_17_armv7l.manylinux_2_31_armv7l.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp313-cp313t-manylinux2014_ppc64le.manylinux_2_17_ppc64le.manylinux_2_28_ppc64le.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp313-cp313t-manylinux2014_s390x.manylinux_2_17_s390x.manylinux_2_28_s390x.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp313-cp313t-musllinux_1_2_aarch64.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp313-cp313t-musllinux_1_2_armv7l.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp313-cp313t-musllinux_1_2_ppc64le.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp313-cp313t-musllinux_1_2_s390x.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp313-cp313t-musllinux_1_2_x86_64.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp313-cp313t-win32.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp313-cp313t-win_amd64.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp313-cp313t-win_arm64.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp314-cp314-macosx_10_13_universal2.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp314-cp314-macosx_10_13_x86_64.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp314-cp314-macosx_11_0_arm64.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp314-cp314-manylinux1_x86_64.manylinux_2_28_x86_64.manylinux_2_5_x86_64.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp314-cp314-manylinux2014_aarch64.manylinux_2_17_aarch64.manylinux_2_28_aarch64.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp314-cp314-manylinux2014_armv7l.manylinux_2_17_armv7l.manylinux_2_31_armv7l.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp314-cp314-manylinux2014_ppc64le.manylinux_2_17_ppc64le.manylinux_2_28_ppc64le.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp314-cp314-manylinux2014_s390x.manylinux_2_17_s390x.manylinux_2_28_s390x.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp314-cp314-musllinux_1_2_aarch64.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp314-cp314-musllinux_1_2_armv7l.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp314-cp314-musllinux_1_2_ppc64le.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp314-cp314-musllinux_1_2_s390x.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp314-cp314-musllinux_1_2_x86_64.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp314-cp314-win32.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp314-cp314-win_amd64.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp314-cp314-win_arm64.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp314-cp314t-macosx_10_13_universal2.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp314-cp314t-macosx_10_13_x86_64.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp314-cp314t-macosx_11_0_arm64.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp314-cp314t-manylinux1_x86_64.manylinux_2_28_x86_64.manylinux_2_5_x86_64.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp314-cp314t-manylinux2014_aarch64.manylinux_2_17_aarch64.manylinux_2_28_aarch64.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp314-cp314t-manylinux2014_armv7l.manylinux_2_17_armv7l.manylinux_2_31_armv7l.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp314-cp314t-manylinux2014_ppc64le.manylinux_2_17_ppc64le.manylinux_2_28_ppc64le.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp314-cp314t-manylinux2014_s390x.manylinux_2_17_s390x.manylinux_2_28_s390x.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp314-cp314t-musllinux_1_2_aarch64.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp314-cp314t-musllinux_1_2_armv7l.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp314-cp314t-musllinux_1_2_ppc64le.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp314-cp314t-musllinux_1_2_s390x.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp314-cp314t-musllinux_1_2_x86_64.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp314-cp314t-win32.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp314-cp314t-win_amd64.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp314-cp314t-win_arm64.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp39-cp39-macosx_10_9_universal2.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp39-cp39-macosx_10_9_x86_64.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp39-cp39-macosx_11_0_arm64.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp39-cp39-manylinux1_x86_64.manylinux_2_28_x86_64.manylinux_2_5_x86_64.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp39-cp39-manylinux2014_aarch64.manylinux_2_17_aarch64.manylinux_2_28_aarch64.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp39-cp39-manylinux2014_armv7l.manylinux_2_17_armv7l.manylinux_2_31_armv7l.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp39-cp39-manylinux2014_ppc64le.manylinux_2_17_ppc64le.manylinux_2_28_ppc64le.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp39-cp39-manylinux2014_s390x.manylinux_2_17_s390x.manylinux_2_28_s390x.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp39-cp39-musllinux_1_2_aarch64.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp39-cp39-musllinux_1_2_armv7l.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp39-cp39-musllinux_1_2_ppc64le.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp39-cp39-musllinux_1_2_s390x.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp39-cp39-musllinux_1_2_x86_64.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp39-cp39-win32.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp39-cp39-win_amd64.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-cp39-cp39-win_arm64.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0-py3-none-any.whl,True,GitHub
frozenlist,1.8.0,frozenlist-1.8.0.tar.gz,True,GitHub
tzdata,2026.2,tzdata-2026.2-py2.py3-none-any.whl,True,GitHub
tzdata,2026.2,tzdata-2026.2.tar.gz,True,GitHub
chardet,7.4.3,chardet-7.4.3-cp310-cp310-macosx_10_9_x86_64.whl,True,GitHub
chardet,7.4.3,chardet-7.4.3-cp310-cp310-macosx_11_0_arm64.whl,True,GitHub
chardet,7.4.3,chardet-7.4.3-cp310-cp310-manylinux2014_aarch64.manylinux_2_17_aarch64.manylinux_2_28_aarch64.whl,True,GitHub
chardet,7.4.3,chardet-7.4.3-cp310-cp310-manylinux2014_x86_64.manylinux_2_17_x86_64.manylinux_2_28_x86_64.whl,True,GitHub
chardet,7.4.3,chardet-7.4.3-cp310-cp310-manylinux_2_31_riscv64.manylinux_2_39_riscv64.whl,True,GitHub
chardet,7.4.3,chardet-7.4.3-cp310-cp310-win_amd64.whl,True,GitHub
chardet,7.4.3,chardet-7.4.3-cp311-cp311-macosx_10_9_x86_64.whl,True,GitHub
chardet,7.4.3,chardet-7.4.3-cp311-cp311-macosx_11_0_arm64.whl,True,GitHub
chardet,7.4.3,chardet-7.4.3-cp311-cp311-manylinux2014_aarch64.manylinux_2_17_aarch64.manylinux_2_28_aarch64.whl,True,GitHub
chardet,7.4.3,chardet-7.4.3-cp311-cp311-manylinux2014_x86_64.manylinux_2_17_x86_64.manylinux_2_28_x86_64.whl,True,GitHub
chardet,7.4.3,chardet-7.4.3-cp311-cp311-manylinux_2_31_riscv64.manylinux_2_39_riscv64.whl,True,GitHub
chardet,7.4.3,chardet-7.4.3-cp311-cp311-win_amd64.whl,True,GitHub
chardet,7.4.3,chardet-7.4.3-cp312-cp312-macosx_10_13_x86_64.whl,True,GitHub
chardet,7.4.3,chardet-7.4.3-cp312-cp312-macosx_11_0_arm64.whl,True,GitHub
chardet,7.4.3,chardet-7.4.3-cp312-cp312-manylinux2014_aarch64.manylinux_2_17_aarch64.manylinux_2_28_aarch64.whl,True,GitHub
chardet,7.4.3,chardet-7.4.3-cp312-cp312-manylinux2014_x86_64.manylinux_2_17_x86_64.manylinux_2_28_x86_64.whl,True,GitHub
chardet,7.4.3,chardet-7.4.3-cp312-cp312-manylinux_2_31_riscv64.manylinux_2_39_riscv64.whl,True,GitHub
chardet,7.4.3,chardet-7.4.3-cp312-cp312-win_amd64.whl,True,GitHub
chardet,7.4.3,chardet-7.4.3-cp313-cp313-macosx_10_13_x86_64.whl,True,GitHub
chardet,7.4.3,chardet-7.4.3-cp313-cp313-macosx_11_0_arm64.whl,True,GitHub
chardet,7.4.3,chardet-7.4.3-cp313-cp313-manylinux2014_aarch64.manylinux_2_17_aarch64.manylinux_2_28_aarch64.whl,True,GitHub
chardet,7.4.3,chardet-7.4.3-cp313-cp313-manylinux2014_x86_64.manylinux_2_17_x86_64.manylinux_2_28_x86_64.whl,True,GitHub
chardet,7.4.3,chardet-7.4.3-cp313-cp313-manylinux_2_31_riscv64.manylinux_2_39_riscv64.whl,True,GitHub
chardet,7.4.3,chardet-7.4.3-cp313-cp313-win_amd64.whl,True,GitHub
chardet,7.4.3,chardet-7.4.3-cp314-cp314-macosx_10_15_x86_64.whl,True,GitHub
chardet,7.4.3,chardet-7.4.3-cp314-cp314-macosx_11_0_arm64.whl,True,GitHub
chardet,7.4.3,chardet-7.4.3-cp314-cp314-manylinux2014_aarch64.manylinux_2_17_aarch64.manylinux_2_28_aarch64.whl,True,GitHub
chardet,7.4.3,chardet-7.4.3-cp314-cp314-manylinux2014_x86_64.manylinux_2_17_x86_64.manylinux_2_28_x86_64.whl,True,GitHub
chardet,7.4.3,chardet-7.4.3-cp314-cp314-manylinux_2_31_riscv64.manylinux_2_39_riscv64.whl,True,GitHub
chardet,7.4.3,chardet-7.4.3-cp314-cp314-win_amd64.whl,True,GitHub
chardet,7.4.3,chardet-7.4.3-cp314-cp314t-macosx_10_15_x86_64.whl,True,GitHub
chardet,7.4.3,chardet-7.4.3-cp314-cp314t-macosx_11_0_arm64.whl,True,GitHub
chardet,7.4.3,chardet-7.4.3-cp314-cp314t-manylinux2014_aarch64.manylinux_2_17_aarch64.manylinux_2_28_aarch64.whl,True,GitHub
chardet,7.4.3,chardet-7.4.3-cp314-cp314t-manylinux2014_x86_64.manylinux_2_17_x86_64.manylinux_2_28_x86_64.whl,True,GitHub
chardet,7.4.3,chardet-7.4.3-py3-none-any.whl,True,GitHub
chardet,7.4.3,chardet-7.4.3.tar.gz,True,GitHub
httpx,1.0.dev3,httpx-1.0.dev3-py3-none-any.whl,False,
httpx,1.0.dev3,httpx-1.0.dev3.tar.gz,False,
lxml,6.1.1,lxml-6.1.1-cp310-cp310-macosx_10_9_universal2.whl,False,
lxml,6.1.1,lxml-6.1.1-cp310-cp310-macosx_10_9_x86_64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp310-cp310-manylinux2014_aarch64.manylinux_2_17_aarch64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp310-cp310-manylinux2014_x86_64.manylinux_2_17_x86_64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp310-cp310-manylinux_2_26_aarch64.manylinux_2_28_aarch64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp310-cp310-manylinux_2_26_x86_64.manylinux_2_28_x86_64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp310-cp310-manylinux_2_28_i686.whl,False,
lxml,6.1.1,lxml-6.1.1-cp310-cp310-manylinux_2_31_armv7l.whl,False,
lxml,6.1.1,lxml-6.1.1-cp310-cp310-manylinux_2_38_riscv64.manylinux_2_39_riscv64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp310-cp310-musllinux_1_2_aarch64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp310-cp310-musllinux_1_2_armv7l.whl,False,
lxml,6.1.1,lxml-6.1.1-cp310-cp310-musllinux_1_2_riscv64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp310-cp310-musllinux_1_2_x86_64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp310-cp310-win32.whl,False,
lxml,6.1.1,lxml-6.1.1-cp310-cp310-win_amd64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp310-cp310-win_arm64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp311-cp311-macosx_10_9_universal2.whl,False,
lxml,6.1.1,lxml-6.1.1-cp311-cp311-macosx_10_9_x86_64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp311-cp311-manylinux2014_aarch64.manylinux_2_17_aarch64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp311-cp311-manylinux2014_x86_64.manylinux_2_17_x86_64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp311-cp311-manylinux_2_26_aarch64.manylinux_2_28_aarch64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp311-cp311-manylinux_2_26_x86_64.manylinux_2_28_x86_64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp311-cp311-manylinux_2_28_i686.whl,False,
lxml,6.1.1,lxml-6.1.1-cp311-cp311-manylinux_2_31_armv7l.whl,False,
lxml,6.1.1,lxml-6.1.1-cp311-cp311-manylinux_2_38_riscv64.manylinux_2_39_riscv64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp311-cp311-musllinux_1_2_aarch64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp311-cp311-musllinux_1_2_armv7l.whl,False,
lxml,6.1.1,lxml-6.1.1-cp311-cp311-musllinux_1_2_riscv64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp311-cp311-musllinux_1_2_x86_64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp311-cp311-win32.whl,False,
lxml,6.1.1,lxml-6.1.1-cp311-cp311-win_amd64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp311-cp311-win_arm64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp312-cp312-macosx_10_13_universal2.whl,False,
lxml,6.1.1,lxml-6.1.1-cp312-cp312-macosx_10_13_x86_64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp312-cp312-manylinux2014_aarch64.manylinux_2_17_aarch64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp312-cp312-manylinux2014_x86_64.manylinux_2_17_x86_64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp312-cp312-manylinux_2_26_aarch64.manylinux_2_28_aarch64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp312-cp312-manylinux_2_26_ppc64le.manylinux_2_28_ppc64le.whl,False,
lxml,6.1.1,lxml-6.1.1-cp312-cp312-manylinux_2_26_x86_64.manylinux_2_28_x86_64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp312-cp312-manylinux_2_28_i686.whl,False,
lxml,6.1.1,lxml-6.1.1-cp312-cp312-manylinux_2_31_armv7l.whl,False,
lxml,6.1.1,lxml-6.1.1-cp312-cp312-manylinux_2_38_riscv64.manylinux_2_39_riscv64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp312-cp312-musllinux_1_2_aarch64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp312-cp312-musllinux_1_2_armv7l.whl,False,
lxml,6.1.1,lxml-6.1.1-cp312-cp312-musllinux_1_2_ppc64le.whl,False,
lxml,6.1.1,lxml-6.1.1-cp312-cp312-musllinux_1_2_riscv64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp312-cp312-musllinux_1_2_x86_64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp312-cp312-win32.whl,False,
lxml,6.1.1,lxml-6.1.1-cp312-cp312-win_amd64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp312-cp312-win_arm64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp313-cp313-macosx_10_13_universal2.whl,False,
lxml,6.1.1,lxml-6.1.1-cp313-cp313-macosx_10_13_x86_64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp313-cp313-manylinux2014_aarch64.manylinux_2_17_aarch64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp313-cp313-manylinux2014_x86_64.manylinux_2_17_x86_64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp313-cp313-manylinux_2_26_aarch64.manylinux_2_28_aarch64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp313-cp313-manylinux_2_26_ppc64le.manylinux_2_28_ppc64le.whl,False,
lxml,6.1.1,lxml-6.1.1-cp313-cp313-manylinux_2_26_x86_64.manylinux_2_28_x86_64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp313-cp313-manylinux_2_28_i686.whl,False,
lxml,6.1.1,lxml-6.1.1-cp313-cp313-manylinux_2_31_armv7l.whl,False,
lxml,6.1.1,lxml-6.1.1-cp313-cp313-manylinux_2_38_riscv64.manylinux_2_39_riscv64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp313-cp313-musllinux_1_2_aarch64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp313-cp313-musllinux_1_2_armv7l.whl,False,
lxml,6.1.1,lxml-6.1.1-cp313-cp313-musllinux_1_2_ppc64le.whl,False,
lxml,6.1.1,lxml-6.1.1-cp313-cp313-musllinux_1_2_riscv64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp313-cp313-musllinux_1_2_x86_64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp313-cp313-win32.whl,False,
lxml,6.1.1,lxml-6.1.1-cp313-cp313-win_amd64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp313-cp313-win_arm64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp314-cp314-macosx_10_15_universal2.whl,False,
lxml,6.1.1,lxml-6.1.1-cp314-cp314-macosx_10_15_x86_64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp314-cp314-manylinux2014_aarch64.manylinux_2_17_aarch64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp314-cp314-manylinux2014_x86_64.manylinux_2_17_x86_64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp314-cp314-manylinux_2_26_aarch64.manylinux_2_28_aarch64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp314-cp314-manylinux_2_26_ppc64le.manylinux_2_28_ppc64le.whl,False,
lxml,6.1.1,lxml-6.1.1-cp314-cp314-manylinux_2_26_x86_64.manylinux_2_28_x86_64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp314-cp314-manylinux_2_28_i686.whl,False,
lxml,6.1.1,lxml-6.1.1-cp314-cp314-manylinux_2_31_armv7l.whl,False,
lxml,6.1.1,lxml-6.1.1-cp314-cp314-manylinux_2_38_riscv64.manylinux_2_39_riscv64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp314-cp314-musllinux_1_2_aarch64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp314-cp314-musllinux_1_2_armv7l.whl,False,
lxml,6.1.1,lxml-6.1.1-cp314-cp314-musllinux_1_2_ppc64le.whl,False,
lxml,6.1.1,lxml-6.1.1-cp314-cp314-musllinux_1_2_riscv64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp314-cp314-musllinux_1_2_x86_64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp314-cp314-win32.whl,False,
lxml,6.1.1,lxml-6.1.1-cp314-cp314-win_amd64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp314-cp314-win_arm64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp314-cp314t-macosx_10_15_universal2.whl,False,
lxml,6.1.1,lxml-6.1.1-cp314-cp314t-macosx_10_15_x86_64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp314-cp314t-manylinux2014_aarch64.manylinux_2_17_aarch64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp314-cp314t-manylinux2014_x86_64.manylinux_2_17_x86_64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp314-cp314t-manylinux_2_26_aarch64.manylinux_2_28_aarch64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp314-cp314t-manylinux_2_26_ppc64le.manylinux_2_28_ppc64le.whl,False,
lxml,6.1.1,lxml-6.1.1-cp314-cp314t-manylinux_2_26_x86_64.manylinux_2_28_x86_64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp314-cp314t-manylinux_2_28_i686.whl,False,
lxml,6.1.1,lxml-6.1.1-cp314-cp314t-manylinux_2_31_armv7l.whl,False,
lxml,6.1.1,lxml-6.1.1-cp314-cp314t-manylinux_2_38_riscv64.manylinux_2_39_riscv64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp314-cp314t-musllinux_1_2_aarch64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp314-cp314t-musllinux_1_2_armv7l.whl,False,
lxml,6.1.1,lxml-6.1.1-cp314-cp314t-musllinux_1_2_ppc64le.whl,False,
lxml,6.1.1,lxml-6.1.1-cp314-cp314t-musllinux_1_2_riscv64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp314-cp314t-musllinux_1_2_x86_64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp314-cp314t-win32.whl,False,
lxml,6.1.1,lxml-6.1.1-cp314-cp314t-win_amd64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp314-cp314t-win_arm64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp38-cp38-macosx_10_9_x86_64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp38-cp38-manylinux2014_x86_64.manylinux_2_17_x86_64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp38-cp38-manylinux_2_26_x86_64.manylinux_2_28_x86_64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp38-cp38-manylinux_2_28_i686.whl,False,
lxml,6.1.1,lxml-6.1.1-cp38-cp38-musllinux_1_2_x86_64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp38-cp38-win32.whl,False,
lxml,6.1.1,lxml-6.1.1-cp38-cp38-win_amd64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp39-cp39-macosx_10_9_universal2.whl,False,
lxml,6.1.1,lxml-6.1.1-cp39-cp39-macosx_10_9_x86_64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp39-cp39-manylinux2014_aarch64.manylinux_2_17_aarch64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp39-cp39-manylinux2014_x86_64.manylinux_2_17_x86_64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp39-cp39-manylinux_2_26_aarch64.manylinux_2_28_aarch64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp39-cp39-manylinux_2_26_x86_64.manylinux_2_28_x86_64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp39-cp39-manylinux_2_28_i686.whl,False,
lxml,6.1.1,lxml-6.1.1-cp39-cp39-manylinux_2_31_armv7l.whl,False,
lxml,6.1.1,lxml-6.1.1-cp39-cp39-manylinux_2_38_riscv64.manylinux_2_39_riscv64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp39-cp39-musllinux_1_2_aarch64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp39-cp39-musllinux_1_2_armv7l.whl,False,
lxml,6.1.1,lxml-6.1.1-cp39-cp39-musllinux_1_2_riscv64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp39-cp39-musllinux_1_2_x86_64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp39-cp39-win32.whl,False,
lxml,6.1.1,lxml-6.1.1-cp39-cp39-win_amd64.whl,False,
lxml,6.1.1,lxml-6.1.1-cp39-cp39-win_arm64.whl,False,
lxml,6.1.1,lxml-6.1.1-pp311-pypy311_pp73-macosx_10_15_x86_64.whl,False,
lxml,6.1.1,lxml-6.1.1-pp311-pypy311_pp73-manylinux2014_aarch64.manylinux_2_17_aarch64.whl,False,
lxml,6.1.1,lxml-6.1.1-pp311-pypy311_pp73-manylinux2014_x86_64.manylinux_2_17_x86_64.whl,False,
lxml,6.1.1,lxml-6.1.1-pp311-pypy311_pp73-manylinux_2_26_aarch64.manylinux_2_28_aarch64.whl,False,
lxml,6.1.1,lxml-6.1.1-pp311-pypy311_pp73-manylinux_2_26_x86_64.manylinux_2_28_x86_64.whl,False,
lxml,6.1.1,lxml-6.1.1-pp311-pypy311_pp73-win_amd64.whl,False,
lxml,6.1.1,lxml-6.1.1.tar.gz,False,
rich,15.0.0,rich-15.0.0-py3-none-any.whl,False,
rich,15.0.0,rich-15.0.0.tar.gz,False,
pathspec,1.1.1,pathspec-1.1.1-py3-none-any.whl,True,GitHub
pathspec,1.1.1,pathspec-1.1.1.tar.gz,True,GitHub
soupsieve,2.8.4,soupsieve-2.8.4-py3-none-any.whl,True,GitHub
soupsieve,2.8.4,soupsieve-2.8.4.tar.gz,True,GitHub
aiosignal,1.4.0,aiosignal-1.4.0-py3-none-any.whl,True,GitHub
